512734.82707710646,6196610.534189872,32,U
512734.82707710646,6196610.534189872,32,U
512734.82707710646,6196610.534189872,32,U
512734.8895819884,6196610.534373954,32,U
512734.8895819884,6196610.534373954,32,U
512734.8895819884,6196610.534373954,32,U
512734.8895819884,6196610.534373954,32,U
512734.8895819884,6196610.534373954,32,U
512734.8895819884,6196610.534373954,32,U
512734.8895819884,6196610.534373954,32,U
512734.8895819884,6196610.534373954,32,U
512734.8895819884,6196610.534373954,32,U
512734.8895819884,6196610.534373954,32,U
512734.8895819884,6196610.534373954,32,U
512734.8895819884,6196610.534373954,32,U
512734.8895819884,6196610.534373954,32,U
512734.8895819884,6196610.534373954,32,U
512734.8895819884,6196610.534373954,32,U
512734.8895819884,6196610.534373954,32,U
512734.8895819884,6196610.534373954,32,U
512734.8895819884,6196610.534373954,32,U
512734.8895819884,6196610.534373954,32,U
512734.8895819884,6196610.534373954,32,U
512734.8895819884,6196610.534373954,32,U
512734.88990976266,6196610.423078475,32,U
512734.88990976266,6196610.423078475,32,U
512734.88990976266,6196610.423078475,32,U
512734.9527424222,6196610.311967077,32,U
512734.9527424222,6196610.311967077,32,U
512734.9527424222,6196610.311967077,32,U
512734.9530701981,6196610.2006715955,32,U
512735.0155750849,6196610.200855679,32,U
512735.0155750849,6196610.200855679,32,U
512735.0155750849,6196610.200855679,32,U
512735.0155750849,6196610.200855679,32,U
512735.01524730737,6196610.312151159,32,U
512735.01524730737,6196610.312151159,32,U
512735.01524730737,6196610.312151159,32,U
512735.01524730737,6196610.312151159,32,U
512735.01524730737,6196610.312151159,32,U
512735.0149195298,6196610.42344664,32,U
512735.0149195298,6196610.42344664,32,U
512735.0149195298,6196610.42344664,32,U
512735.01459175226,6196610.53474212,32,U
512735.01459175226,6196610.53474212,32,U
512734.95175909426,6196610.6458535185,32,U
512734.95143131836,6196610.757148999,32,U
512734.8885986653,6196610.868260397,32,U
512734.8257660155,6196610.979371796,32,U
512734.76293336874,6196611.090483196,32,U
512734.70010072534,6196611.201594597,32,U
512734.6369403171,6196611.424001481,32,U
512734.57410768175,6196611.535112883,32,U
512734.44877018355,6196611.6460402105,32,U
512734.3856097947,6196611.868447097,32,U
512734.2602723111,6196611.979374431,32,U
512734.1971119365,6196612.20178132,32,U
512734.0092696112,6196612.31252459,32,U
512733.8839321501,6196612.423451933,32,U
512733.6957620984,6196612.645490698,32,U
512733.50791980524,6196612.756233989,32,U
512733.25757267344,6196612.866793229,32,U
